unit,icha11_hf,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 
PC_CHE,HF22,CH	0.46 	0.42 	0.41 	0.43 	0.40 	0.41 	0.38 	0.45 	0.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,CY	1.07 	1.06 	1.03 	1.03 b	0.72 	0.87 	1.04 	0.92 	1.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,CZ	2.34 	2.46 	2.49 	2.38 	2.35 	2.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,DE	1.06 	0.98 	0.95 	0.95 	1.01 	1.00 	1.11 	1.19 	1.17 	1.13 	1.11 	1.10 	1.09 	1.06 	1.04 	0.99 	0.95 	0.92 	0.95 	0.90 	0.81 	0.74 	0.59 	1.00 	0.94 	0.95 	0.92 
PC_CHE,HF22,DK	0.08 	0.07 	0.07 	0.07 	0.07 	0.07 	0.08 	0.08 	0.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,EE	0.16 	0.10 	0.06 	0.06 	0.02 	0.02 	0.01 	0.01 	0.01 	0.02 	0.02 	0.03 	0.03 	0.04 	0.04 b	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,EL	0.10 	0.09 	0.07 	0.07 	0.09 	0.07 	0.15 	0.07 	0.30 	0.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,ES	0.35 	0.35 	0.36 	0.35 	0.36 	0.36 	0.36 	0.34 	0.35 	0.33 	0.35 b	0.68 	0.70 	0.76 	0.72 	0.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,FI	0.42 	0.43 	0.47 	0.43 	0.43 	0.45 	0.54 	0.53 	0.56 	0.61 	0.64 	0.67 	0.66 	0.66 	0.69 	0.71 	0.66 	0.63 	0.63 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,FR	0.00 	0.00 	0.01 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,HR	0.01 	0.01 	0.01 	0.01 	0.01 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,HU	1.19 	1.26 	1.36 	1.35 b	1.39 	1.60 	1.67 	1.87 	1.91 	1.88 	1.69 	1.76 	1.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,IS	1.68 	1.69 	1.62 	1.54 	1.52 	1.50 	1.50 	1.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,IT	0.18 	0.17 	0.15 	0.15 	0.14 	0.13 	0.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,LI	0.29 	0.26 	0.24 	0.22 	0.23 	0.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,LT	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.00 	0.01 	0.00 	0.01 	0.02 	0.02 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,LU	0.96 	0.94 	0.94 	0.97 	0.91 	0.89 	0.88 b	1.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,LV	0.18 	0.26 	0.18 	0.08 	0.34 	0.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,MT	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,NL	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,NO	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,PL	1.16 	1.10 	0.90 	1.05 	1.05 	1.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,PT	0.09 	0.09 	0.10 b	0.05 	0.04 	0.05 	0.04 	0.06 	0.06 	0.05 	0.06 	0.05 	0.04 	0.05 	0.08 	0.07 	0.06 	0.07 	0.07 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,RO	0.17 	0.21 	0.38 	0.36 	0.34 	0.22 	0.34 	0.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,SE	0.07 	0.07 	0.08 	0.08 	0.08 	0.06 	0.04 	0.04 	0.04 	0.07 	0.16 	0.17 	0.19 	0.19 	0.17 	0.17 	0.16 	0.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,SI	0.10 	0.11 	0.11 	0.11 	0.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,SK	0.77 b	0.93 	0.83 	1.55 	1.36 b	1.46 	1.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF22,UK	2.11 	2.03 	1.88 	1.69 	1.54 	1.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,AT	0.21 	0.22 	0.21 	0.20 	0.18 	0.18 	0.16 	0.16 	0.16 	0.16 	0.16 	0.17 	0.17 	0.17 	0.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,BA	0.02 	0.02 	0.01 	0.02 	0.02 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,BG	0.34 	0.33 	0.33 	0.32 	0.41 	0.42 	0.36 	0.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,CH	0.61 	0.54 	0.61 	0.63 	0.59 	0.53 	0.54 	0.59 	0.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,CY	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,CZ	0.29 	0.48 	0.37 	0.27 	0.72 	0.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,DE	0.42 	0.42 	0.43 	0.42 	0.43 	0.43 	0.43 	0.42 	0.40 	0.40 	0.40 	0.40 	0.39 	0.39 	0.38 	0.38 	0.39 	0.40 	0.41 	0.44 	0.49 	0.54 	0.57 	0.62 	0.67 	0.76 	0.82 
PC_CHE,HF23,DK	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,EE	1.29 	1.24 	1.31 	1.25 	1.41 	1.48 	1.50 	1.40 	1.48 	1.50 	1.98 	1.08 	0.76 	2.24 	2.55 b	2.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,EL	0.16 	0.16 	0.14 	0.13 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,FI	2.28 	2.26 	2.25 	2.32 	2.23 	2.21 	2.20 	2.16 	2.06 	2.07 	2.00 	1.89 	1.84 	1.93 	1.92 	1.91 	1.83 	1.85 	1.83 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,FR	0.61 	0.62 	0.62 	0.62 	0.63 	0.65 	0.64 	0.66 	0.66 	0.67 	0.68 	0.68 	0.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,HR	0.01 	0.01 	0.01 	0.02 	0.01 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,HU	0.57 	0.59 	0.63 	0.65 	0.61 	0.65 	0.68 	0.72 	0.74 	0.77 	0.87 	0.96 	0.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,IE	1.99 d	1.99 d	1.98 d	1.99 d	2.19 d	2.19 d	2.20 d	2.25 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,IS	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,IT	0.47 	0.46 	0.44 	0.41 	0.40 	0.34 	0.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,LI	0.56 	0.56 	0.58 	0.71 	0.64 	0.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,LT	0.06 	0.08 	0.08 	0.06 	0.06 	0.06 	0.05 	0.05 	0.05 	0.05 	0.04 	0.04 	0.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,LU	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,LV	0.01 	0.01 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,MT	0.00 	: 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,NL	1.49 	1.43 	1.42 	1.40 	1.27 	1.24 	1.33 	1.34 	1.39 	1.44 	1.29 	1.51 	1.51 	1.76 	1.76 	1.84 	1.95 	2.13 	2.24 	2.34 	2.16 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,NO	0.36 	0.37 	0.35 	0.34 	0.33 	0.38 	0.44 	0.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,PL	0.82 	1.24 	0.91 	0.67 	0.63 	0.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,PT	0.80 	0.82 	0.81 b	0.86 	0.83 	0.83 	0.93 	0.92 	0.89 	0.83 	0.85 	0.78 	0.79 	0.78 	0.77 	0.79 	0.77 	0.84 	0.84 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,RO	0.09 	0.10 	0.07 	0.06 	0.11 	0.08 	0.10 	0.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,SE	0.41 	0.44 	0.39 	0.37 	0.42 	0.43 	0.43 	0.44 	0.54 	0.52 	0.59 	0.60 	0.58 	0.57 	0.57 	0.56 	0.55 	0.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,SI	1.09 	1.12 	1.16 	1.17 	1.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,SK	0.19 	0.42 	0.61 b	0.29 	0.41 b	1.01 	3.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF23,UK	0.47 	0.46 	0.43 	0.45 	0.46 	0.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,AT	18.37 d	19.14 d	19.24 d	19.09 d	19.10 d	19.17 d	18.67 d	18.74 d	18.60 	18.05 d	18.24 d	18.81 d	18.81 d	19.18 d	19.30 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,BA	29.33 	29.14 	28.68 	28.84 	28.97 	29.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,BE	19.05 	19.03 	18.94 	19.50 	19.77 	19.74 	19.47 	19.79 	19.94 	19.92 	20.17 	20.83 	20.49 	20.34 	20.27 	21.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,BG	39.33 	42.59 	43.25 	42.51 	40.24 	41.86 b	47.74 	44.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,CH	27.98 	26.41 	26.57 	25.86 	26.04 	25.16 	25.87 	25.65 	26.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,CY	44.64 	45.53 	46.11 	44.72 b	45.11 	42.60 	42.37 	41.37 	43.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,CZ	14.19 	14.81 	15.02 	14.83 	14.08 	13.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,DE	12.51 	12.65 	12.87 	12.96 	12.87 	13.18 	14.03 	13.85 	13.80 	13.74 	13.97 	14.27 	14.36 	13.98 	13.89 	12.71 	12.45 	12.16 	12.16 	11.67 	11.57 	11.02 	10.30 	10.35 	11.29 	11.40 	11.18 
PC_CHE,HF3,DK	13.77 	13.74 	13.71 	13.67 	13.77 	13.81 	14.16 	14.55 	14.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,EA12	15.15 	15.36 	15.38 	15.52 	15.50 	15.55 	15.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,EA18	15.27 	15.47 	15.49 	15.62 	15.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,EA19	15.31 	15.51 	15.53 	15.66 	15.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,EE	24.56 	24.81 	22.69 	22.77 	22.62 	22.61 	21.52 	21.56 	21.92 	20.34 	20.72 	22.65 	23.17 	22.64 	22.41 b	20.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,EL	36.44 	35.08 	34.89 	36.76 	37.10 	34.08 	30.45 	31.16 	28.26 	29.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,ES	22.16 	22.12 	21.96 	22.30 	23.13 	22.77 	21.81 	20.39 	20.29 	19.02 	20.64 	20.73 	21.02 	21.76 	22.16 	22.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,EU15	15.33 	15.36 	15.29 	15.38 	15.38 	15.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,EU27_2007	15.70 	15.79 	15.71 	15.78 	15.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,EU27_2020	15.50 	15.76 	15.79 	15.92 	15.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,EU28	15.68 	15.78 	15.70 	15.77 	15.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,FI	18.43 	19.05 	19.27 	18.63 	17.64 	17.79 	17.46 	18.15 	18.80 	18.32 	18.57 	19.00 	18.82 	19.58 	19.86 	20.34 	20.74 	21.22 	21.63 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,FR	9.25 	9.54 	9.55 	9.70 	9.84 	9.93 	10.11 	10.22 	10.22 	10.16 	10.02 	9.51 	9.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,HR	10.48 	10.97 	10.97 e	10.95 e	11.28 	8.83 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,HU	26.89 	26.99 	27.67 	27.47 	28.34 	28.36 	29.37 	28.22 	27.42 	26.23 	26.35 	26.26 	25.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,IE	12.08 	12.59 	12.67 	13.22 	14.03 	14.28 	13.89 	13.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,IS	15.95 	16.45 	16.87 	17.64 	17.98 	18.26 	18.57 	18.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,IT	23.55 	23.81 	23.32 	23.47 	22.54 	22.23 	22.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,LI	24.64 	23.29 	21.18 	20.53 	20.45 	19.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,LT	31.64 	32.64 	32.32 	31.84 	31.49 	32.82 	31.80 	28.22 	27.59 	26.82 	28.17 	28.41 	31.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,LU	10.44 	10.66 	10.74 	10.72 	11.07 	11.20 	11.47 b	10.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,LV	39.18 	41.79 	43.32 	40.45 	39.11 	38.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,MT	34.30 	35.22 	35.14 	37.47 	36.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,NL	10.80 	11.05 	11.29 	11.29 	11.59 	11.53 	10.09 	9.48 	9.10 	9.07 	9.92 	7.89 	8.33 	9.88 	9.96 	9.60 	9.81 	10.47 	11.03 	11.11 	11.17 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,NO	14.31 	14.51 	14.27 	14.14 	14.38 	14.59 	14.80 	15.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,PL	20.42 	22.74 	22.94 	23.25 	23.13 	23.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,PT	29.52 	29.86 	29.65 b	27.73 	27.70 	26.97 	28.18 	26.30 	24.56 	24.61 	25.82 	25.67 	25.13 	23.31 	23.03 	23.24 	22.57 	24.45 	24.98 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,RO	19.46 	20.49 	20.75 	21.28 	20.31 	20.18 	22.43 	24.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,SE	13.78 	14.08 	14.49 	14.89 	14.92 	14.92 	14.81 	14.60 	16.46 	16.43 	16.31 	16.27 	16.49 	16.60 	16.24 	15.85 	16.48 	16.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,SI	11.98 	12.32 	11.98 	12.47 	12.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,SK	18.91 	18.71 	18.19 	18.44 	18.01 	23.32 	23.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF3,UK	16.71 	15.88 	15.25 	15.10 	15.13 	15.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF31,AT	16.58 d	17.26 d	17.29 d	16.98 d	16.99 d	16.96 d	16.44 d	16.44 d	16.29 	15.74 d	16.29 d	16.73 d	16.70 d	17.09 d	17.13 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF31,BA	26.14 	25.91 	25.43 	25.54 	25.64 	25.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF31,CH	22.29 	20.66 	20.80 	20.09 	20.27 	19.34 	20.13 	19.92 	20.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF31,CY	39.26 	40.05 	40.56 	39.34 b	44.23 	41.77 	41.55 	40.57 	42.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF31,CZ	: 	: 	: 	: 	: 	13.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF31,EL	: 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF31,FR	4.78 	4.74 	4.72 	4.73 	4.68 	4.69 	4.66 	4.57 	4.55 	4.39 	4.11 	3.76 	3.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF31,HU	22.21 	22.07 	22.68 	22.33 	23.26 	23.15 	23.93 	22.42 	21.54 	26.23 	26.35 	26.26 	25.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF31,IS	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF31,LI	19.21 	17.94 	18.18 	17.43 	17.38 	16.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF31,LT	30.33 	30.66 	30.10 	29.62 	29.18 	30.73 	29.65 	26.06 	25.20 	23.69 	25.29 	25.46 	28.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF31,LU	4.45 	4.50 	4.48 	4.35 	4.59 	4.64 	4.70 b	3.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF31,LV	34.02 	36.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF31,MT	34.30 	35.22 	35.14 	37.47 	36.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF31,NL	4.88 	4.88 	4.98 	5.02 	4.82 	4.87 	4.91 	4.76 	4.50 	4.37 	5.27 	5.32 	5.33 	6.75 	6.78 	6.54 	6.53 	6.91 	7.15 	7.03 	6.99 	: 	: 	: 	: 	: 	: 
PC_CHE,HF31,NO	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF31,RO	15.28 	15.74 	15.52 	16.24 	15.26 	15.55 	17.03 	19.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF31,SI	11.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF32,AT	1.78 d	1.88 d	1.96 d	2.11 d	2.11 d	2.21 d	2.24 d	2.30 d	2.31 	2.31 d	1.95 d	2.08 d	2.10 d	2.09 d	2.17 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF32,BA	3.19 	3.23 	3.25 	3.30 	3.33 	3.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_CHE,HF32,CH	5.69 	5.74 	5.77 	5.77 	5.76 	5.82 	5.74 	5.73 	5.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
