unit,icha11_hf,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 
EUR_HAB,TOT_HF,LT	1061.15 	966.21 	899.98 	834.41 	772.61 	725.74 	701.81 	670.97 	616.80 	626.40 	642.78 	517.53 	429.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,TOT_HF,LU	5221.36 	5009.21 	4897.36 	4829.75 	4869.32 	4730.53 	4639.11 b	5089.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,TOT_HF,LV	936.20 	828.80 	794.11 	702.31 	647.40 	612.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,TOT_HF,MT	2289.79 	2226.88 	2075.55 	1998.56 	1829.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,TOT_HF,NL	4480.25 	4334.52 	4264.69 	4205.23 	4207.78 	4159.65 	4107.23 	3986.96 	3906.64 	3777.28 	3650.72 	3421.68 	3247.27 	3070.63 	2961.69 	2862.38 	2684.01 	2420.33 	2187.41 	2075.73 	1942.84 	: 	: 	: 	: 	: 	: 
EUR_HAB,TOT_HF,NO	6960.03 	6906.95 	6747.31 	6787.99 	6838.71 	6915.78 	6935.51 	6358.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,TOT_HF,PL	829.54 	807.48 	731.01 	718.15 	675.61 	661.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,TOT_HF,PT	1877.06 	1774.90 	1701.19 b	1557.45 	1501.36 	1479.99 	1497.15 	1590.40 	1671.05 	1640.05 	1584.47 	1508.83 	1443.49 	1424.91 	1351.00 	1243.95 	1171.49 	1101.54 	1045.57 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,TOT_HF,RO	583.95 	493.78 	431.88 	399.83 	380.14 	373.66 	313.18 	307.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,TOT_HF,SE	5041.30 	5147.82 	5093.73 	5018.83 	4954.96 	5018.34 	4849.76 	4553.25 b	3327.14 	2968.62 	3158.87 	3135.12 	2989.39 	2849.10 	2802.55 	2750.11 	2608.06 	2402.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,TOT_HF,SI	1830.93 	1703.65 	1660.39 	1603.66 	1551.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,TOT_HF,SK	1099.99 	1051.83 	1043.40 	998.98 	970.05 b	1031.40 	1026.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,TOT_HF,UK	3645.78 	3514.72 	3661.85 	4016.93 	3560.23 	3265.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,AT	29724.56 	28368.56 	27380.82 	26433.12 	25563.92 	24656.34 	24270.42 	23200.55 	22576.02 	22120.50 	21415.95 	20129.81 	18991.97 	18094.30 	17266.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,BA	1067.60 	1009.92 	1001.94 	967.34 	936.07 	910.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,BE	35947.93 	35248.35 	33662.37 	32923.00 	31912.59 	31539.12 	31028.69 	29705.23 	28272.65 	27304.88 	25594.12 	23302.55 	22153.57 	21404.20 	20777.44 	19114.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,BG	2434.39 	2180.81 	2013.19 	1900.45 	1933.11 	1705.78 	1624.92 	1601.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,CH	45651.91 	47189.76 	46511.43 	46133.37 	38865.77 	37595.10 	36514.10 	33776.92 	29139.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,CY	615.21 	558.38 	529.93 	513.62 	521.62 	576.04 	590.54 	610.98 	583.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,CZ	13178.77 	11381.55 	10337.18 	10050.99 	9913.58 	10296.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,DE	324402.00 	311962.00 	296807.00 	284731.00 	271546.00 	259060.00 	247064.00 	241238.00 	236887.00 	229043.00 	195918.00 	188230.00 	181936.00 	177770.00 	173435.00 	177402.00 	173740.00 	168225.00 	162869.00 	158900.00 	153676.11 	150898.63 	156292.01 	151155.54 	136227.47 	125553.20 	117959.10 
MIO_EUR,HF1,DK	25541.57 	24869.14 	24160.16 	23505.60 	22758.57 	22171.68 	21895.41 	21043.06 	21076.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,EA12	920675.51 	892236.00 	863789.03 	825216.86 	801739.22 	780126.57 	767126.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,EA18	931919.75 	902645.07 	873898.14 	834776.57 	810939.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,EA19	933912.99 	904452.47 	875617.20 	836403.96 	812470.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,EE	1277.92 	1157.32 	1066.86 	997.32 	928.65 	860.23 	801.14 	744.27 	711.45 	720.72 	731.41 	620.46 	489.21 	428.83 	374.88 b	325.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,EL	8372.56 	8678.33 	8805.81 	8182.77 	8088.27 	9272.60 	11113.22 	12280.38 	14820.52 	15265.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,ES	76112.77 	73408.08 	71350.59 	70140.76 	65926.46 	65695.74 	68085.16 	71672.19 	72817.90 	73106.85 	68153.31 	61576.01 	56663.77 	51307.33 	46967.83 	43149.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,EU15	1178324.45 	1143698.85 	1122002.56 	1098027.42 	1047644.89 	1008697.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,EU27_2007	1244988.57 	1204229.74 	1177765.84 	1151711.99 	1099371.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,EU27_2020	1059450.14 	1024266.83 	989009.50 	946258.94 	919005.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,EU28	1247908.36 	1206976.61 	1180393.07 	1154213.92 	1101782.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,FI	16242.64 	15783.22 	15549.23 	15687.07 	15788.08 	15616.77 	15067.24 	14173.16 	13258.60 	12906.95 	12540.90 	11671.93 	11068.93 	10395.82 	9725.37 	9091.29 	8507.81 	7821.13 	7173.06 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,FR	222266.18 	217886.46 	213440.70 	193184.54 	190558.04 	184679.57 	179882.89 	175330.50 	171096.66 	167421.58 	160261.39 	154549.27 	148374.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,HR	2919.79 	2746.86 	2627.23 	2501.92 	2411.23 	2423.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,HU	6225.29 	5898.66 	5532.26 	5271.48 	5024.34 	4929.62 	4868.47 	5084.01 	4987.04 	4669.12 	5291.72 	5083.59 	5072.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,IE	16589.80 	15473.76 	14592.28 	13854.61 	13386.68 	13173.25 	13488.38 	13233.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,IS	1533.93 	1482.48 	1240.98 	1030.46 	892.41 	795.88 	750.62 	719.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,IT	113112.00 	111117.00 	110086.00 	109132.00 	108851.00 	107218.00 	108258.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,LI	200.27 	205.73 	214.22 	213.43 	185.77 	184.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,LT	1993.24 	1807.40 	1719.06 	1627.39 	1530.64 	1422.06 	1411.66 	1442.45 	1369.99 	1435.62 	1464.46 	1188.99 	950.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,LU	2668.86 	2507.80 	2383.10 	2301.49 	2261.29 	2135.76 	2040.68 b	2193.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,LV	1080.38 	922.85 	869.34 	814.60 	770.23 	739.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,MT	704.42 	655.50 	595.69 	538.74 	487.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,NL	63356.00 	60631.00 	58931.00 	57972.47 	57537.63 	56722.06 	56506.16 	55016.02 	54119.77 	51936.88 	49636.76 	47126.28 	44454.46 	34287.82 	33079.03 	32586.49 	30332.17 	27042.70 	24050.25 	22500.55 	21132.66 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,NO	31544.88 	31024.55 	30155.10 	30118.44 	29963.73 	29868.19 	29500.21 	26587.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,PL	22521.90 	21246.30 	19387.49 	19092.90 	18146.08 	17781.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,PT	11880.22 	11171.44 	10800.13 b	10674.04 	10319.25 	10357.38 	10322.10 	11366.40 	12326.83 	12118.96 	11440.14 	10930.40 	10500.40 	10666.46 	10059.06 	9237.95 	8860.41 	8083.31 	7581.49 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,RO	9066.29 	7607.11 	6664.98 	6181.66 	5978.53 	5924.24 	4832.14 	4665.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,SE	43649.14 	43883.92 	42669.79 	41349.98 	40369.95 	40483.73 	38878.69 	36330.37 	25714.30 	22769.63 	24032.26 	23683.31 	22369.47 	21180.75 	20851.90 	20486.95 	19227.71 	17558.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,SI	2765.18 	2541.61 	2493.69 	2376.22 	2275.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,SK	4801.14 	4573.41 	4553.60 	4319.22 	4217.01 b	4143.16 	4005.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF1,UK	188458.23 	182709.78 	191383.57 	207954.98 	182777.15 	165915.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,AT	12031.83 	11411.31 	11074.61 	10712.40 	10433.25 	10144.00 	10118.20 	9601.01 	9383.74 	9037.78 	8586.80 	7867.78 	7482.67 	7017.18 	6643.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,BA	38.21 	35.55 	31.85 	29.57 	29.05 	27.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,BE	9667.08 	9552.83 	8871.69 	7765.34 	3973.88 	4439.52 	4365.28 	4054.49 	3918.23 	3810.66 	3509.31 	3357.03 	3385.99 	3156.10 	2977.33 	2756.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,BG	428.65 	389.38 	372.60 	344.32 	322.95 	310.00 b	350.12 	456.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,CH	15652.76 	16127.15 	15631.26 	15821.35 	13510.27 	13119.25 	13269.08 	11831.11 	10002.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,CY	611.91 	554.77 	525.79 	509.65 	514.00 	567.86 	581.57 	601.79 	575.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,CZ	2108.73 	1812.48 	1553.93 	1466.10 	1402.12 	1577.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,DE	24756.00 	24141.00 	24498.00 	23027.00 	21963.00 	20999.00 	20169.00 	19629.00 	19296.00 	18793.00 	18257.00 	17860.00 	17545.00 	17558.00 	17752.00 	17795.00 	17119.00 	16710.00 	15980.00 	15688.00 	15484.71 	15605.81 	19529.20 	21676.71 	20937.12 	19697.83 	17296.76 
MIO_EUR,HF11,DK	25541.57 	24869.14 	24160.16 	23505.60 	22758.57 	22171.68 	21895.41 	21043.06 	21076.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,EA12	295447.76 	286743.94 	281357.90 	274757.99 	263670.89 	260651.43 	262928.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,EA18	298268.84 	289314.14 	283787.22 	277110.29 	265897.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,EA19	298520.21 	289559.44 	284032.46 	277351.86 	266126.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,EE	157.83 b	179.86 	150.44 	142.39 	126.05 	124.32 	113.21 	106.77 	101.75 	98.54 	103.56 	88.57 	72.26 	57.06 	48.11 b	41.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,EL	3916.00 	3984.96 	4518.96 	4087.63 	4210.48 	4638.58 	5082.10 	4202.25 	6475.43 	6115.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,ES	71592.30 	69137.96 	67057.21 	65920.29 	61808.25 	61636.29 	64077.57 	67646.49 	68754.01 	69106.44 	64067.92 	57703.54 	52896.26 	47826.62 	43769.01 	40217.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,EU15	553096.70 	538206.79 	539571.43 	547568.54 	509576.56 	489222.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,EU27_2007	564437.47 	548597.09 	548759.56 	556448.62 	517874.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,EU27_2020	376125.22 	366108.52 	357452.87 	348580.60 	335183.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,EU28	564583.45 	548818.30 	548836.45 	556535.58 	517960.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,FI	13299.88 	12941.89 	12667.45 	12737.35 	12914.87 	12793.29 	12245.00 	11464.33 	10664.53 	10317.10 	9977.17 	9315.96 	8828.00 	8273.83 	7718.28 	7231.18 	6784.14 	6243.63 	5736.18 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,FR	14338.62 	13842.22 	13202.35 	12887.44 	12739.82 	12257.05 	11788.00 	11242.85 	11026.33 	10826.73 	9541.13 	8714.34 	8030.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,HR	145.98 	221.22 	76.89 	86.96 	86.03 	77.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,HU	767.47 	700.26 	690.49 	883.87 	723.15 	655.41 	642.03 	614.77 	606.83 	648.02 	743.93 	723.97 	594.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,IE	16453.29 	15396.21 	14528.40 	13794.50 	13322.80 	13113.14 	13435.74 	13177.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,IS	1533.93 	1482.48 	1240.98 	1030.46 	892.41 	795.88 	750.62 	719.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,IT	112885.00 	110857.00 	109819.00 	108789.00 	108500.00 	106877.00 	107932.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,LI	53.72 	49.40 b	49.34 	48.56 	41.06 	43.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,LT	251.37 	245.30 	245.24 	241.57 	228.79 	188.98 	192.70 	196.68 	197.75 	213.47 	213.28 	144.64 	84.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,LU	138.35 	141.72 	134.51 	124.85 	119.65 	98.47 	94.17 b	177.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,LV	1080.38 	922.85 	869.34 	814.60 	770.23 	739.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,MT	704.42 	655.50 	595.69 	538.74 	487.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,NL	4952.00 	4602.00 	4599.00 	4437.46 	3564.52 	3479.41 	3482.18 	3377.11 	3336.93 	3346.62 	3170.34 	3054.91 	2746.50 	2506.61 	2212.06 	2214.68 	2133.40 	1851.90 	1655.81 	1565.40 	1439.57 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,NO	31544.88 	31024.55 	30155.10 	30118.44 	29963.73 	29868.19 	29500.21 	26587.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,PL	3140.15 	3174.80 	2782.35 	2522.09 	2393.85 	2509.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,PT	11417.41 	10734.83 	10386.72 b	10474.73 	10120.37 	10175.67 	10139.39 	11186.71 	12151.77 	11937.08 	11284.83 	10794.99 	10372.99 	10552.33 	9948.58 	9133.47 	8754.21 	7985.59 	7490.32 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,RO	1823.31 	1497.88 	1114.21 	1069.83 	999.83 	965.00 	626.87 	608.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,SE	43649.14 	43883.92 	42669.79 	41349.98 	40369.95 	40483.73 	38878.69 	36330.37 	25714.30 	22769.63 	24032.26 	23683.31 	22369.47 	21180.75 	20851.90 	20486.95 	19227.71 	17558.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,SI	128.66 	118.90 	136.30 	112.06 	118.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,SK	137.89 b	138.32 	151.76 	234.86 	210.27 b	371.58 	376.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF11,UK	188458.23 	182709.78 	191383.57 	207954.98 	182777.15 	165915.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF121,AT	17692.73 	16957.25 	16306.21 	15720.72 	15130.67 	14512.34 	14152.22 	13599.53 	13192.27 	13082.72 	12829.14 	12262.04 	11509.29 	11077.12 	10623.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF121,BA	1029.39 	974.37 	970.09 	937.77 	907.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF121,BE	26260.39 	25675.36 	24770.90 	25138.33 	27920.23 	27080.39 	26644.27 	25633.61 	24335.99 	23474.90 	22064.43 	19925.81 	18748.82 	18228.42 	17780.95 	16337.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF121,BG	2005.74 b	1791.42 	1640.59 	1556.12 	1610.16 	1395.78 	1274.80 	1144.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF121,CH	2391.75 	2441.90 	2436.89 	2484.32 	2067.02 	2027.91 	2059.27 	2035.15 	1783.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF121,CY	3.30 	3.61 	4.14 	3.97 	7.62 	8.18 	8.98 	9.20 	8.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF121,CZ	11070.04 	9569.07 	8783.25 	8584.89 	: 	8718.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF121,DE	271970.00 	261421.00 	246387.00 	236213.00 	225308.00 	213987.00 	203380.00 	198169.00 	194905.00 	188255.00 	177661.00 	170370.00 	164391.00 	160213.00 	155683.00 	159607.00 	156621.00 	151515.00 	146888.00 	143212.00 	138191.40 	135292.82 	136762.81 	129478.84 	115291.37 	105855.37 	100662.34 
MIO_EUR,HF121,DK	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF121,EA12	536892.50 	521069.28 	499883.52 	485457.62 	478171.07 	460441.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF121,EA18	545315.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF121,EA19	547057.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF121,EE	1120.09 b	977.46 	916.43 	854.93 	802.61 b	735.91 b	687.93 	637.50 	609.70 	622.18 	627.85 	531.88 	416.95 	371.77 	326.77 b	284.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF121,EL	4456.56 	4693.37 	4286.85 	4095.14 	3877.79 	4634.02 	6031.13 	8078.13 	8345.08 	9150.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF121,ES	4520.46 	4270.12 	4293.38 	4220.48 	4118.22 	4059.44 	4007.60 	4025.70 	4063.90 	4000.41 	4085.39 	3872.47 	3767.51 	3480.71 	3198.82 	2931.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF121,EU15	536892.50 	: 	499883.52 	485457.62 	478171.07 	460441.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF121,EU27_2007	592075.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,HF121,EU27_2020	594849.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
